현장안전센터거리,시간단위기온,시간단위풍속,시간단위가시거리,lon,lat,실효습도,가스사용량(KWh),전기사용량(KWh),화재발생시각,인명피해확률,회귀예측,지수,등급,인덱스
2,11.7,1.6,910,126.9695115,37.5757285,47.468058,13335.75,13335.75,저녁,3.085599967,75.63539499,15.2767985,3등급,1094
1,9.5,0.5,800,127.0882446,37.5843418,48.925599,6329.333333,6329.333333,새벽,6.538612337,78.06749368,22.59320865,2등급,1095
1,7.4,1.8,813,127.0832362,37.5535272,48.925599,5527.083333,5527.083333,새벽,7.00506158,78.05904408,23.38393488,2등급,1096
4,7,1,835,126.9186596,37.5845602,48.925599,6686.083333,6686.083333,주간,2.540464877,85.21032893,14.71305025,3등급,1097
3,6.7,2.1,801,126.9784859,37.4761254,48.925599,38253,38253,주간,2.696438122,83.97601068,15.04779441,3등급,1098
1,15.1,1.6,989,127.1260488,37.5328279,48.925599,2552.666667,2552.666667,주간,5.16165244,75.55931063,19.74869363,3등급,1099
1,15.1,1.6,989,127.0350861,37.6333797,48.925599,7410.666667,7410.666667,주간,5.05316046,75.70507339,19.55888247,3등급,1100
2,20.4,2,755,127.0825225,37.5614679,48.925599,13390.91667,13390.91667,주간,3.865781768,77.10010605,17.26418791,3등급,1101
2,20.4,2,755,127.064302,37.6098795,48.925599,1736.916667,1736.916667,주간,4.07275156,76.75043146,17.68008596,3등급,1102
1,20.4,2,755,127.0728366,37.6426141,48.925599,1972.5,1972.5,주간,4.754651117,74.81599082,18.86064512,3등급,1103
3,21.3,3.8,875,126.9606669,37.4785248,48.925599,7410.916667,7410.916667,주간,4.132455822,77.12387374,17.85247885,3등급,1104
2,21.4,3.8,1022,126.847958,37.5047674,48.925599,1838.25,1838.25,주간,5.453806346,74.23599278,20.12135007,2등급,1105
1,21.4,3.8,1022,127.0381579,37.661413,48.925599,58829,58829,주간,4.958104905,74.00447303,19.15520662,3등급,1106
2,21.4,3.8,1022,126.9372942,37.5093542,48.925599,1470.75,1470.75,주간,5.462526501,74.22496606,20.13593415,2등급,1107
4,19.5,3.7,1245,126.9475167,37.5681019,48.925599,1367.5,1367.5,주간,4.548105117,77.63848433,18.79116782,3등급,1108
2,15.6,3.2,1211,126.962595,37.474695,48.925599,9819.166667,9819.166667,저녁,4.298522305,72.16728001,17.61285504,3등급,1109
2,12.3,1.5,966,127.1370277,37.5369007,44.39055,67941.83333,67941.83333,새벽,5.539299474,79.07534012,20.92897489,2등급,1110
2,14,2.8,1518,127.0208496,37.5192384,44.39055,8201.5,8201.5,주간,6.893029272,74.22368701,22.61915222,2등급,1111
2,14.1,3.2,1645,126.9199913,37.5001814,44.39055,40408,40408,주간,6.675345883,74.32680783,22.27458531,2등급,1112
1,12.4,3.8,489,127.0412447,37.5834298,44.39055,232.25,232.25,주간,4.441501044,77.32669227,18.5323119,3등급,1113
3,10.8,4.4,267,126.9323305,37.5021847,44.39055,2117.583333,2117.583333,주간,2.815826026,82.63713655,15.25423875,3등급,1114
1,11.7,0.9,112,127.068148,37.4887309,44.39055,19398.08333,19398.08333,밤,38.04928766,17.2686621,25.63318732,2등급,1115
1,11.7,0.9,112,127.0838681,37.5375818,44.39055,24258.16667,24258.16667,밤,37.44327872,17.41448737,25.53537751,2등급,1116
2,11.7,0.9,112,127.0453275,37.6757184,44.39055,3494.375,3494.375,밤,35.68729338,18.73298559,25.85593844,2등급,1117
1,12.1,3.3,328,127.1381459,37.5005094,43.9692,3499.916667,3499.916667,새벽,6.27614138,77.61808043,22.07129463,2등급,1118
2,10.7,2.5,78,127.0218691,37.5194815,43.9692,3776.333333,3776.333333,새벽,4.300413501,81.66541538,18.7401989,3등급,1119
2,10.5,2.9,107,126.9420458,37.4821196,43.9692,2454,2454,주간,2.703910854,82.26004588,14.91388048,3등급,1120
1,10.5,2.9,107,126.9889294,37.5715502,43.9692,8647.416667,8647.416667,주간,3.091610526,80.50436815,15.7761894,3등급,1121
1,9.7,3,165,126.8325646,37.5206558,43.9692,2707.166667,2707.166667,주간,3.302541435,80.24609897,16.27931408,3등급,1122
1,9.7,3,165,127.0681722,37.6407495,43.9692,148527.4167,148527.4167,주간,1.651446139,84.62138961,11.82149175,3등급,1123
1,9.5,2.7,182,126.8961101,37.5226171,43.9692,2255.666667,2255.666667,주간,3.280995885,80.35067199,16.23669376,3등급,1124
2,12,1.9,1216,127.1302221,37.5236154,43.9692,60462.58333,60462.58333,주간,4.226071066,78.34327683,18.1957208,3등급,1125
1,11.6,3.2,628,126.9660281,37.6051196,43.9692,1225.714286,1225.714286,주간,4.674171992,77.13774638,18.98828833,3등급,1126
2,10.4,1.7,1337,127.0514894,37.4872726,43.9692,39341.41667,39341.41667,저녁,3.837083742,74.1911908,16.87239793,3등급,1127
1,10,2.1,486,127.0716678,37.5432856,43.9692,2834,2834,밤,49.99335487,14.81765291,27.21735072,2등급,1128
1,9.2,1.8,312,126.8517084,37.560809,44.961243,52119.75,52119.75,새벽,4.425347358,80.92307618,18.92386645,3등급,1129
0,14.5,2.2,772,127.0631349,37.5378699,44.961243,1499,1499,주간,5.7054995,74.1142533,20.56353168,2등급,1130
1,14.5,2.2,772,127.0590329,37.5666135,44.961243,1267,1267,주간,4.899552292,76.04880146,19.3029811,3등급,1131
3,21.3,1.3,1368,127.0340958,37.4741401,44.961243,8012.916667,8012.916667,주간,5.204732743,75.30716177,19.79781934,3등급,1132
0,22.8,1.1,1296,127.0519297,37.4743454,44.961243,2744,2744,주간,7.995708826,69.29376899,23.5383262,2등급,1133
1,23,2.5,921,127.1481462,37.5007905,44.961243,5277.666667,5277.666667,주간,5.812367777,72.50082211,20.52806475,2등급,1134
1,15.2,1.3,747,126.941011,37.5546937,44.961243,332.4,332.4,저녁,3.609647852,72.81855583,16.21262914,3등급,1135
1,8.6,2,223,126.990392,37.5741026,50.053725,1895.75,1895.75,주간,2.939960591,81.50400219,15.47961739,3등급,1136
2,17.8,2.7,524,127.0373889,37.6461049,50.053725,2506.166667,2506.166667,주간,3.483429414,78.6096214,16.54784178,3등급,1137
2,17.8,2.7,524,126.9677758,37.4881182,50.053725,300448.5833,300448.5833,주간,0.77580153,87.54928971,8.24141207,3등급,1138
2,18.6,2.8,619,127.0737549,37.5719558,50.053725,23015.83333,23015.83333,주간,3.431666852,78.43520528,16.40620291,3등급,1139
2,18.6,2.8,619,127.0798807,37.5916719,50.053725,3002.416667,3002.416667,주간,3.75653278,77.83470902,17.09937531,3등급,1140
3,19.4,3.4,737,126.9280599,37.6203653,50.053725,7392.5,7392.5,주간,3.55630069,78.76929361,16.73700371,3등급,1141
1,19.5,2.6,579,126.9448154,37.5123074,50.053725,9125.333333,9125.333333,주간,4.147414103,76.07932698,17.76323376,3등급,1142
2,15.2,3.7,588,127.0357807,37.5801598,50.053725,231402.4167,231402.4167,저녁,0.932460765,82.01797847,8.745201365,3등급,1143
2,12.5,4,525,126.8769334,37.4902915,50.053725,6427.083333,6427.083333,저녁,2.746709616,76.3290322,14.47942287,3등급,1144
1,11.4,2.8,350,126.8851795,37.4944457,50.053725,641.5,641.5,밤,46.31466515,15.4150198,26.71968339,2등급,1145
1,11.7,0.6,239,127.0205768,37.5914205,60.669738,8844.25,8844.25,새벽,3.896297456,81.6833092,17.83991227,3등급,1146
2,10.7,1.3,177,127.0638371,37.658229,60.669738,5547.25,5547.25,주간,1.970783917,84.74405685,12.92332095,3등급,1147
2,17.1,5.6,2000,127.0233165,37.6320126,60.669738,13484.91667,13484.91667,주간,8.862744598,71.64102084,25.19793782,2등급,1148
1,19.5,4.2,2000,127.050185,37.5367344,60.669738,2124.75,2124.75,주간,10.13458355,69.22556904,26.48721037,2등급,1149
1,19.5,4.2,2000,127.0432699,37.5829445,60.669738,9062.833333,9062.833333,주간,9.848880908,69.43374405,26.15042401,2등급,1150
2,20,4,2000,126.8939827,37.4743928,60.669738,10753.91667,10753.91667,주간,8.389745985,71.35572742,24.4674565,2등급,1151
1,20,4,2000,127.0300647,37.5716276,60.669738,1851.583333,1851.583333,주간,10.07477222,69.14710647,26.39396423,2등급,1152
1,20.5,4.2,2000,126.9858738,37.571333,60.669738,3219.285714,3219.285714,주간,10.17136485,68.93224687,26.47895453,2등급,1153
3,19.6,4,2000,127.0382086,37.4880659,60.669738,22787,22787,주간,6.849967887,73.78875088,22.48222796,2등급,1154
1,18.2,3.8,2000,127.040393,37.6607765,60.669738,3177.083333,3177.083333,주간,9.764738287,69.86678714,26.11954998,2등급,1155
2,18.2,3.8,2000,127.1041243,37.5065567,60.669738,4624.833333,4624.833333,주간,8.38539326,71.85173566,24.54597849,2등급,1156
1,18.2,3.8,2000,127.0849148,37.6020679,60.669738,11239.16667,11239.16667,주간,9.4444356,70.10868741,25.73202253,2등급,1157
2,17.3,2.6,2000,126.9892405,37.5424741,60.669738,6870.7,6870.7,저녁,6.09101816,69.25103926,20.53799741,2등급,1158
3,17.3,2.6,2000,126.9979346,37.4887599,60.669738,6152,6152,저녁,5.246311395,71.17098413,19.32317637,3등급,1159
1,13.9,3.3,2000,127.0701983,37.6589802,60.669738,1117.666667,1117.666667,밤,83.31295491,7.317683899,24.69125085,2등급,1160
1,13.9,3.3,2000,126.899619,37.4611653,60.669738,3214.166667,3214.166667,밤,82.94645867,7.38058872,24.74254832,2등급,1161
3,12.7,2.5,2000,126.9637175,37.4786309,60.243714,7308.25,7308.25,새벽,10.22867831,75.31618556,27.75581081,2등급,1162
1,16.3,3.5,2000,127.0704113,37.543608,60.243714,14370.16667,14370.16667,주간,9.076059042,70.9087758,25.36872554,2등급,1163
2,18,3.1,2000,127.0212131,37.578988,60.243714,4762.583333,4762.583333,주간,8.087220617,72.19316559,24.16282387,2등급,1164
1,18,3.1,2000,127.0391258,37.4979525,60.243714,1556.5,1556.5,주간,9.4910871,70.15545883,25.80409987,2등급,1165
1,18,3.1,2000,127.0264811,37.6442774,60.243714,3661.333333,3661.333333,주간,9.40867971,70.21861369,25.70339367,2등급,1166
1,19.5,3.7,2000,126.8288797,37.5338576,60.243714,7132.25,7132.25,주간,9.708772059,69.55506622,25.98642498,2등급,1167
1,20.4,3.6,2000,127.0593694,37.5143384,60.243714,788.6666667,788.6666667,주간,9.983951151,69.11758966,26.26911949,2등급,1168
2,22.3,3.6,2000,127.0912906,37.5502466,60.243714,4311.75,4311.75,주간,8.636612908,70.5450975,24.6834094,2등급,1169
1,22.3,3.6,2000,127.0330504,37.6337806,60.243714,1048,1048,주간,10.12863114,68.50566047,26.34138504,2등급,1170
2,22.3,3.6,2000,126.8862767,37.5030202,60.243714,9540.333333,9540.333333,주간,8.449847231,70.7019795,24.4421956,2등급,1171
2,21.7,2.2,2000,126.9082335,37.4770039,60.243714,3079.833333,3079.833333,저녁,6.315816222,67.83501768,20.69863534,2등급,1172
3,21.7,2.2,2000,126.916101,37.4494982,60.243714,135895.6667,135895.6667,저녁,2.996288907,73.76162414,14.86644329,3등급,1173
2,19.9,1.5,2000,127.0494546,37.5662681,60.243714,7467.875,7467.875,저녁,5.860173638,68.87862743,20.09081175,2등급,1174
1,17.2,2.1,2000,126.9473986,37.5113672,60.243714,7220.083333,7220.083333,저녁,6.902986816,67.5318782,21.59100889,2등급,1175
6,17.2,2.1,2000,126.9803002,37.4733948,60.243714,7989.083333,7989.083333,저녁,3.168625631,77.26249801,15.64659488,3등급,1176
3,16.6,0.4,2000,126.9702617,37.5386038,60.243714,284868.3333,284868.3333,밤,27.02390712,20.12694402,23.32184954,2등급,1177
3,15.5,0.9,2000,127.067266,37.5856283,60.243714,2670,2670,밤,66.06090774,11.7864132,27.90378389,2등급,1178
1,14.6,1.4,1997,126.8758334,37.5281851,50.141724,233238.5,233238.5,새벽,5.781525751,76.86637847,21.08091427,2등급,1179
1,14,1.6,1999,126.9233412,37.5779948,50.141724,8900.666667,8900.666667,새벽,14.76323435,70.22791799,32.1992424,2등급,1180
2,13.2,1.1,1897,126.8602009,37.5473316,50.141724,7463.833333,7463.833333,새벽,11.73046738,73.13729845,29.29052225,2등급,1181
2,12.6,2.5,2000,126.9439049,37.4819048,50.141724,2067.666667,2067.666667,주간,8.642359484,72.90026934,25.10040506,2등급,1182
2,18.7,3.2,1631,127.087267,37.5792517,50.141724,6252.583333,6252.583333,주간,7.360535936,72.58537704,23.11422238,2등급,1183
2,18.9,5,1602,127.0425202,37.6746908,50.141724,826.5833333,826.5833333,주간,8.204542501,71.66927884,24.24899264,2등급,1184
2,18.9,5,1602,127.0100655,37.4920328,50.141724,4295,4295,주간,8.085917479,71.77334759,24.0905244,2등급,1185
1,19.9,4.5,1822,126.9349733,37.5555526,50.141724,1538,1538,주간,10.64316469,68.53770592,27.00848185,2등급,1186
2,19.4,4.5,1789,127.0492048,37.5066936,50.141724,3075.5,3075.5,주간,8.923889932,70.85602174,25.14580162,2등급,1187
0,18.7,4.7,1676,127.1243684,37.5285305,50.141724,5203,5203,저녁,8.830371173,64.22769289,23.815003,2등급,1188
1,14.4,5.1,1996,127.0375201,37.4959065,50.141724,175.25,175.25,저녁,9.393516909,65.61007651,24.82557881,2등급,1189
3,12.2,2.5,2000,127.1524794,37.5361625,50.141724,3269.2,3269.2,밤,74.0020131,10.88644349,28.38342357,2등급,1190
1,11.5,3.2,2000,127.0123335,37.5623117,44.015574,4655.166667,4655.166667,새벽,17.29397867,69.40923224,34.64623763,2등급,1191
1,10.8,1.4,1998,127.0304935,37.5028096,44.015574,1450.818182,1450.818182,새벽,15.8250636,70.3868968,33.37479765,2등급,1192
3,10.8,1.4,1998,126.8493746,37.552807,44.015574,11566.58333,11566.58333,새벽,11.47484474,74.57343563,29.25266817,2등급,1193
2,9.3,1.9,2000,126.9317545,37.6132669,44.015574,4663.666667,4663.666667,주간,8.720084471,73.57383923,25.32923396,2등급,1194
4,9,2.5,2000,126.8381071,37.5740402,44.015574,202151.3333,202151.3333,주간,2.780854994,83.20181573,15.21092321,3등급,1195
1,11.1,3.9,1963,126.8920493,37.4708512,44.015574,6423.666667,6423.666667,주간,11.09585783,70.3577972,27.94065344,2등급,1196
1,13.1,4.6,1910,127.0768115,37.6517088,44.015574,33842.58333,33842.58333,주간,10.13960179,70.47247656,26.73130841,2등급,1197
1,15.9,4.3,2000,127.0661491,37.5684706,44.015574,7310.916667,7310.916667,주간,12.01332626,68.44529694,28.67500102,2등급,1198
1,15.8,5.3,1923,127.052759,37.5702776,44.015574,4056.083333,4056.083333,주간,12.2573413,68.30722568,28.93553142,2등급,1199
1,14,3.7,1992,126.8829673,37.4996109,44.015574,2793,2793,주간,11.60488793,69.24852338,28.34821605,2등급,1200
1,12.4,4.5,2000,126.908735,37.5837014,44.015574,1772.583333,1772.583333,저녁,9.642228166,65.80935507,25.19025242,2등급,1201
1,12.4,4.5,2000,127.046034,37.5800291,44.015574,6568.583333,6568.583333,저녁,9.452703534,65.95325754,24.96871223,2등급,1202
2,12.4,4.5,2000,126.9165969,37.4835943,44.015574,1244.75,1244.75,저녁,8.347566495,67.73502684,23.7786173,2등급,1203
1,11.3,3.6,2000,126.925692,37.5689619,44.015574,1882.5,1882.5,저녁,9.082384557,66.58910206,24.59243445,2등급,1204
2,10.5,2.6,2000,126.928988,37.5531304,44.015574,2440.833333,2440.833333,저녁,7.338293707,69.27237158,22.54641897,2등급,1205
1,10.1,3.1,2000,126.9993893,37.5831295,44.015574,13960.33333,13960.33333,저녁,8.313309705,67.57492817,23.70171526,2등급,1206
2,9.5,2.9,2000,127.077183,37.585158,44.015574,2757.75,2757.75,밤,83.61346348,8.865491094,27.22635517,2등급,1207
1,9,2.6,2000,126.9057582,37.4393168,44.015574,46.5,46.5,밤,89.33404853,7.144936426,25.2643246,2등급,1208
1,8.4,2,1923,126.8648389,37.5000929,34.84044,35488.33333,35488.33333,새벽,15.0376379,71.15650481,32.71124812,2등급,1209
2,6.4,0.7,1147,127.0166012,37.654798,34.84044,1678.666667,1678.666667,주간,5.267060928,78.18214327,20.29261225,2등급,1210
2,11.2,1.5,1275,127.020748,37.485687,34.84044,12867.66667,12867.66667,주간,5.955604023,75.93096343,21.26534155,2등급,1211
1,18,3.3,2000,126.9690565,37.5765692,34.84044,692.1666667,692.1666667,주간,13.35232674,66.88892201,29.88515923,2등급,1212
1,19.1,4.3,1746,126.9591237,37.5334224,34.84044,93833.63636,93833.63636,주간,8.31158609,70.15070167,24.14670984,2등급,1213
2,17.4,4.8,1342,127.059079,37.5219717,34.84044,82785.33333,82785.33333,주간,5.876929239,74.13489016,20.87308084,2등급,1214
1,15.9,4.9,961,126.8867744,37.4992804,34.84044,7633.416667,7633.416667,저녁,5.785467573,68.79772021,19.95061351,3등급,1215
0,14,4.9,690,126.9104318,37.6062771,34.84044,1682.5,1682.5,저녁,5.701585026,68.67365751,19.78758948,3등급,1216
3,12.2,3,1071,126.8484783,37.5507727,28.399737,73710.08333,73710.08333,새벽,6.735160444,78.01171105,22.92207212,2등급,1217
2,12.1,3,1436,126.8322674,37.532669,28.399737,128814.3333,128814.3333,새벽,7.804227178,75.90252703,24.33845855,2등급,1218
3,11.7,2.2,1645,126.9376893,37.4651331,28.399737,97136.91667,97136.91667,새벽,8.359176062,76.3338719,25.26040923,2등급,1219
2,10.1,1.1,1913,126.8955118,37.5085501,28.399737,5544.333333,5544.333333,주간,9.720725799,72.21742953,26.49539263,2등급,1220
2,13.4,3.2,2000,127.1270508,37.4835926,28.399737,13206.33333,13206.33333,주간,11.46537263,69.9545894,28.32058323,2등급,1221
3,13.4,3.2,2000,126.8700498,37.551742,28.399737,187659.6667,187659.6667,주간,4.720077415,77.13051592,19.08040896,3등급,1222
1,15.1,7.3,1992,127.0138074,37.5666249,28.399737,26647.33333,26647.33333,주간,15.73499245,65.99980839,32.22586674,2등급,1223
1,15.1,7.3,1992,126.9429126,37.5888743,28.399737,1982.75,1982.75,주간,17.32393598,65.25975534,33.62373899,2등급,1224
1,15.1,7.3,1992,126.9053119,37.5650611,28.399737,41450.66667,41450.66667,주간,14.84376021,66.44397774,31.40507081,2등급,1225
4,16.9,5.5,1948,126.877138,37.5265112,28.399737,7587.454545,7587.454545,주간,9.95134167,71.72415184,26.71612885,2등급,1226
3,17.3,7.7,1999,127.0245642,37.4955271,28.399737,188538,188538,주간,6.326472999,73.80156513,21.60795245,2등급,1227
6,17.3,7.7,1999,126.9781819,37.492512,28.399737,6700.666667,6700.666667,주간,8.739522518,74.17012098,25.45999691,2등급,1228
2,16.8,7.5,2000,126.9283047,37.4801588,28.399737,5091.166667,5091.166667,주간,15.34709603,66.60660999,31.97214475,2등급,1229
1,13,3.7,1888,127.0673891,37.5391462,28.399737,26955.91667,26955.91667,주간,11.96608144,68.89285839,28.7119758,2등급,1230
1,13.3,4.3,1518,127.0252866,37.523079,28.399737,456,456,주간,11.01215511,69.60051115,27.68486273,2등급,1231
2,12.9,4,1355,127.062619,37.6533281,28.399737,18092.91667,18092.91667,저녁,6.195624931,69.65018297,20.77321376,2등급,1232
1,11.8,2.6,916,126.8473557,37.497318,28.399737,74920.25,74920.25,밤,58.04799319,12.04840834,26.44590565,2등급,1233
1,11.4,1.6,610,126.8984358,37.4936398,33.792492,31569.58333,31569.58333,새벽,6.899917498,76.78436838,23.01751088,2등급,1234
2,11.3,1.3,602,126.9287996,37.4829685,33.792492,4445.333333,4445.333333,새벽,6.513698081,78.12449101,22.55835426,2등급,1235
1,11.4,2.1,440,127.0742732,37.5793047,33.792492,8923.083333,8923.083333,주간,4.29642429,77.63816834,18.26380334,3등급,1236
3,16.8,1.3,682,127.083253,37.5279711,33.792492,361390.1667,361390.1667,주간,0.600133961,89.47781685,7.327938088,3등급,1237
1,18.6,1.4,788,126.8712725,37.5316843,33.792492,36613.58333,36613.58333,주간,4.891898657,74.67814954,19.11329222,3등급,1238
1,18.6,1.4,788,126.924658,37.48434,33.792492,21730.41667,21730.41667,주간,5.221170684,74.23158482,19.68694426,3등급,1239
1,21.9,2.3,925,127.0674074,37.5388948,33.792492,5399.416667,5399.416667,주간,6.637813968,71.55180631,21.79329207,2등급,1240
1,24.2,3.4,1633,127.0711122,37.5471718,33.792492,45419.9,45419.9,주간,9.523269122,67.89632283,25.42823145,2등급,1241
1,22.4,4.5,1723,127.0737351,37.6604768,33.792492,1813.545455,1813.545455,주간,12.59370455,66.20746633,28.87554796,2등급,1242
1,15,1.5,1167,127.0236285,37.5079689,36.313947,9485.25,9485.25,새벽,10.63874085,72.47763316,27.76816084,2등급,1243
3,13.4,0,746,126.9810909,37.5181137,36.313947,8003.333333,8003.333333,새벽,5.518936149,79.67224052,20.96916804,2등급,1244
2,13.4,0,746,127.0830646,37.5379219,36.313947,68460,68460,새벽,4.942173746,79.54471451,19.82734979,3등급,1245
2,19.9,1.1,750,127.0881599,37.5073354,36.313947,3746.916667,3746.916667,주간,4.529877205,75.85414125,18.53671884,3등급,1246
2,23.4,3.6,1670,127.0158085,37.4829077,36.313947,68071.25,68071.25,주간,7.435830732,70.81012724,22.94628772,2등급,1247
1,23.2,1.3,1954,127.0119462,37.6050056,36.313947,3667.583333,3667.583333,주간,11.77241074,66.62650309,28.00633073,2등급,1248
1,23.2,1.3,1954,127.1287672,37.5349437,36.313947,1992.416667,1992.416667,주간,11.85263364,66.57624024,28.09099116,2등급,1249
1,18.5,0.9,1848,127.0393764,37.6655762,36.313947,2397.75,2397.75,밤,88.45862741,4.723476744,20.4409459,2등급,1250
2,17.1,1.4,1718,126.9631866,37.5703881,47.324205,2418.166667,2418.166667,새벽,11.67289207,72.1345817,29.01756687,2등급,1251
2,17.1,1.4,1718,127.0489031,37.6091145,47.324205,2145.416667,2145.416667,새벽,11.68582176,72.12639792,29.03198633,2등급,1252
2,16.2,1,1085,126.9202935,37.5612577,47.324205,5414.25,5414.25,새벽,7.544112733,75.91838863,23.93192183,2등급,1253
0,16,1.3,1675,126.8636283,37.4988457,47.324205,12895.16667,12895.16667,새벽,14.26102352,69.18948806,31.41198683,2등급,1254
1,16.2,1.7,1583,127.0767083,37.6608288,47.324205,9316.916667,9316.916667,주간,7.633555402,72.14198093,23.46699402,2등급,1255
3,13.8,4.8,1955,126.8384857,37.5441607,47.324205,30210.6,30210.6,주간,7.691179799,74.10683457,23.87402331,2등급,1256
1,13.2,5,1087,127.0044476,37.5809267,47.324205,3323.083333,3323.083333,주간,6.721374806,73.92814295,22.29122602,2등급,1257
3,13.2,3.3,1342,126.9994027,37.6136722,47.324205,54922.5,54922.5,주간,4.225617677,78.85328205,18.25387144,3등급,1258
1,13.2,3.3,1342,126.9381359,37.5114123,47.324205,2081.166667,2081.166667,주간,7.214701905,73.38477602,23.00976496,2등급,1259
1,13.2,3.3,1342,127.0854071,37.495088,47.324205,3307.916667,3307.916667,주간,7.177231003,73.42158427,22.95568929,2등급,1260
1,13.2,3.3,1342,127.0875445,37.5760963,47.324205,237,237,주간,7.271368019,73.32944238,23.09123994,2등급,1261
1,13.5,3.6,2000,127.1032911,37.6034468,47.324205,1959.583333,1959.583333,저녁,8.851539446,66.28383679,24.22217984,2등급,1262
1,10.6,1.9,1638,127.0397076,37.5037488,49.973445,4237.583333,4237.583333,새벽,12.00199493,72.87024661,29.57343961,2등급,1263
0,10.1,0.8,757,127.0120098,37.5681481,49.973445,16520,16520,주간,4.373357337,77.34703405,18.39201508,3등급,1264
2,14.4,3.5,1395,127.0137807,37.4914514,49.973445,1901.454545,1901.454545,주간,6.339104008,74.89579198,21.78926835,2등급,1265
2,11.2,3.3,404,126.9125506,37.5449439,49.973445,2855.416667,2855.416667,주간,3.135677793,81.09381287,15.94628697,3등급,1266
1,9.9,3.3,1974,126.9064993,37.469985,49.973445,92461.66667,92461.66667,밤,71.24006563,10.16972187,26.91638262,2등급,1267
2,8.8,2.3,1910,127.0301614,37.6393246,49.680843,11590,11590,새벽,12.05735332,74.0161989,29.87372527,2등급,1268
3,8.8,2.3,1910,127.0020051,37.4935941,49.680843,38874.08333,38874.08333,새벽,9.335328663,76.77635846,26.77186097,2등급,1269
2,12.2,3.5,1594,127.051857,37.5123124,49.680843,95245.66667,95245.66667,주간,4.740882321,77.36722324,19.15173363,3등급,1270
1,12.2,3.5,1594,126.9843323,37.5570546,49.680843,7610.5,7610.5,주간,8.039617679,72.79624845,24.1920236,2등급,1271
1,13.7,3.8,1789,126.8986638,37.4886862,49.680843,4866,4866,주간,9.463296245,71.09511198,25.93827493,2등급,1272
1,15.3,3.5,1900,127.0816436,37.624737,49.680843,187443.6667,187443.6667,주간,4.639360953,75.62693814,18.73127502,3등급,1273
2,15.3,3.5,1900,126.8783979,37.4761412,49.680843,94593.75,94593.75,주간,5.966544075,74.7825149,21.12328505,2등급,1274
2,15.8,6.3,2000,127.0217107,37.4857281,49.680843,7205.583333,7205.583333,주간,10.79981194,70.19010667,27.53252535,2등급,1275
2,15.8,6.3,2000,127.0650678,37.5019138,49.680843,11197.58333,11197.58333,주간,10.62473943,70.30988537,27.33174366,2등급,1276
2,14.2,3.6,2000,127.0125147,37.6123651,49.680843,6445.5,6445.5,저녁,7.304078505,68.42364748,22.35557409,2등급,1277
3,14.2,3.6,2000,126.8500035,37.4943987,49.680843,166,166,저녁,6.458070082,70.17674231,21.28864298,2등급,1278
0,11.1,1.4,1931,126.8364975,37.5541165,49.680843,2304.25,2304.25,밤,88.04883084,6.195539207,23.35615515,2등급,1279
1,10.7,3.3,1392,127.1436908,37.489647,48.785652,54936.83333,54936.83333,새벽,9.199553434,74.8112823,26.23414548,2등급,1280
1,10.7,3.3,1392,126.8874076,37.498735,48.785652,13062.16667,13062.16667,새벽,10.93176595,73.55484612,28.35638134,2등급,1281
1,10,0.5,1948,127.0383238,37.5245798,48.785652,4144,4144,주간,8.550311355,72.89328947,24.96518217,2등급,1282
2,12.1,1.5,1842,126.8172939,37.4957999,48.785652,48334.25,48334.25,주간,6.150977528,75.55002124,21.55705181,2등급,1283
2,18.1,1.8,1865,126.9649429,37.5395026,48.785652,161.5,161.5,주간,8.195303196,71.89160273,24.27289603,2등급,1284
2,17.7,2.3,1949,127.0420173,37.6160092,48.785652,3212.25,3212.25,주간,8.745657871,71.4549668,24.99841381,2등급,1285
1,17.7,2.3,1949,127.0324709,37.5720658,48.785652,95,95,주간,10.24845852,69.41992546,26.67296808,2등급,1286
2,17.2,4,1567,126.9111543,37.5905248,48.785652,4288.666667,4288.666667,주간,7.500746563,72.80142758,23.36803496,2등급,1287
2,14,4.3,2000,126.9050533,37.4901162,48.785652,2745.583333,2745.583333,저녁,7.801201825,67.94208595,23.02237878,2등급,1288
2,12.9,3.4,2000,126.9368944,37.6115849,48.785652,315950.25,315950.25,저녁,1.776440012,78.11614223,11.78001021,3등급,1289
1,11.8,2.5,2000,127.0834641,37.6060443,48.785652,7387.083333,7387.083333,저녁,7.863698674,67.6927414,23.07195962,2등급,1290
3,11.1,2.9,2000,127.078774,37.5343008,48.785652,2733.166667,2733.166667,밤,75.3985491,10.8754744,28.63555466,2등급,1291
1,9.9,1.6,1755,127.0743518,37.6596933,51.092055,6638.5,6638.5,새벽,12.30774913,72.85424047,29.9444772,2등급,1292
1,9.2,0.4,1882,126.8986295,37.4528302,51.092055,136931.75,136931.75,새벽,7.22003349,76.90387714,23.56371296,2등급,1293
2,8.7,1,1802,127.054513,37.5046715,51.092055,10065.08333,10065.08333,새벽,10.37331666,75.32971286,27.9538721,2등급,1294
1,8.2,0.4,1758,127.1309712,37.5515727,51.092055,1247.583333,1247.583333,새벽,11.64345215,73.7886221,29.31133383,2등급,1295
3,12.7,0.9,1566,127.0819231,37.5082454,51.092055,11855.66667,11855.66667,주간,4.856261312,78.16722713,19.48333855,3등급,1296
2,18.5,3.5,1636,127.0257264,37.5051896,51.092055,16108.33333,16108.33333,주간,7.101198097,72.89947051,22.75244122,2등급,1297
