사망인명피해수,분기구분,화재발생일자,화재발생시,현장소방서거리,현장안전센터거리,현장소방지역대거리,발화요인대분류명,시설장소중분류명,방화관리대상여부,시간단위기온,시간단위풍속,시간단위풍향,시간단위습도,시간단위가시거리,재산피해액,lon,lat,실효습도,가스사용량(KWh),전기사용량(KWh)
0,1,20170102,11,3.0,1.0,0.0,전기적 요인,단독주택,N,6.3,2.3,230.0,82.0,294,1551,127.0899456,37.5836788,57.37625,3519.9166666666665,3519.9166666666665
0,1,20170102,12,5.0,2.0,0.0,부주의,음식점,Y,7.6,2.1,230.0,70.0,409,275,127.0275626,37.4996146,57.37625,41868.75,41868.75
0,1,20170102,14,5.0,4.0,0.0,부주의,음식점,N,9.2,3.1,200.0,59.0,331,113,127.0165324,37.5149223,57.37625,6635.75,6635.75
0,1,20170102,15,2.0,2.0,0.0,부주의,공동주택,Y,8.3,3.6,250.0,64.0,305,51,127.0830444,37.6470708,57.37625,457670.9166666667,457670.9166666667
0,1,20170102,18,4.0,4.0,0.0,방화의심,단독주택,N,6.4,2.1,270.0,73.0,221,100,127.0778493,37.5344416,57.37625,4711.583333333333,4711.583333333333
0,1,20170103,2,2.0,1.0,0.0,부주의,공동주택,N,0.2,1.4,270.0,83.0,213,30,126.953176,37.4879783,56.26225,9327.416666666666,9327.416666666666
0,1,20170103,9,4.0,2.0,0.0,부주의,단독주택,N,-1.4,0.1,0.0,60.0,621,426,127.0781887,37.4835878,56.26225,9436.25,9436.25
0,1,20170103,9,3.0,0.0,0.0,부주의,공동주택,N,-1.4,0.1,0.0,60.0,621,24,126.8420688,37.5558698,56.26225,904.5,904.5
0,1,20170103,11,6.0,4.0,0.0,미상,기타건축물,N,4.1,1.2,200.0,53.0,628,3450,126.8151501,37.58612,56.26225,37183.5,37183.5
0,1,20170103,12,4.0,2.0,0.0,전기적 요인,일반업무,N,5.9,2.4,200.0,44.0,684,259,127.0350268,37.4985647,56.26225,125516.0,125516.0
0,1,20170103,17,2.0,2.0,0.0,부주의,공동주택,N,5.3,2.8,270.0,56.0,1629,5363,126.8466974,37.5619598,56.26225,34551.416666666664,34551.416666666664
0,1,20170103,18,3.0,1.0,0.0,기계적 요인,의료시설,Y,3.8,2.6,270.0,60.0,1689,4202,127.0423325,37.5155511,56.26225,19008.916666666668,19008.916666666668
0,1,20170104,8,2.0,1.0,0.0,부주의,공동주택,N,1.9,0.8,360.0,77.0,1067,183,127.0186744,37.637577,54.27375,2108.75,2108.75
0,1,20170104,9,6.0,2.0,0.0,부주의,공동주택,N,1.9,0.9,360.0,73.0,909,80,127.0241108,37.520626,54.27375,2413.583333333333,2413.583333333333
1,1,20170104,12,4.0,1.0,0.0,방화의심,단독주택,N,6.4,3.5,270.0,56.0,557,990,127.0473256,37.6155821,54.27375,1393.4166666666667,1393.4166666666667
0,1,20170104,14,5.0,2.0,0.0,부주의,공동주택,N,8.5,3.5,230.0,45.0,782,12,126.8095597,37.5641975,54.27375,8084.583333333333,8084.583333333333
0,1,20170104,19,3.0,1.0,0.0,부주의,일상서비스,Y,4.6,2.5,290.0,42.0,1324,300,127.1209766,37.4970629,54.27375,5374.916666666667,5374.916666666667
0,1,20170104,23,2.0,2.0,0.0,부주의,단독주택,N,1.8,0.4,0.0,51.0,1309,30,126.9564583,37.4851679,54.27375,696.3333333333334,696.3333333333334
0,1,20170105,1,2.0,1.0,0.0,부주의,공동주택,N,0.7,0.8,270.0,56.0,1368,458,126.9104942,37.6108895,57.61926900000001,5780.583333333333,5780.583333333333
0,1,20170105,8,6.0,1.0,0.0,전기적 요인,단독주택,N,1.2,2.6,70.0,51.0,1185,20565,127.0310205,37.5602558,57.61926900000001,3655.5833333333335,3655.5833333333335
0,1,20170105,9,4.0,1.0,0.0,부주의,단독주택,N,1.9,2.1,70.0,47.0,1266,64,127.0192115,37.5752701,57.61926900000001,2438.583333333333,2438.583333333333
0,1,20170105,12,4.0,3.0,0.0,부주의,음식점,N,5.5,3.1,50.0,47.0,1712,59,126.9873472,37.5414667,57.61926900000001,7008.333333333333,7008.333333333333
0,1,20170105,14,2.0,2.0,0.0,전기적 요인,일반업무,Y,7.0,5.0,70.0,50.0,2000,1055,126.9867624,37.4932283,57.61926900000001,3586.5,3586.5
0,1,20170105,16,4.0,1.0,0.0,부주의,단독주택,N,7.0,4.3,50.0,49.0,2000,27,127.1338464,37.5542634,57.61926900000001,914.5833333333334,914.5833333333334
0,1,20170105,19,7.0,1.0,0.0,전기적 요인,일상서비스,N,6.2,3.9,50.0,52.0,2000,458,127.0276608,37.5222147,57.61926900000001,7527.666666666667,7527.666666666667
0,1,20170106,1,2.0,1.0,0.0,부주의,단독주택,N,4.1,4.2,50.0,57.0,2000,20,127.0863672,37.6025634,53.998425000000005,2362.583333333333,2362.583333333333
0,1,20170106,3,3.0,2.0,0.0,방화,작업장,N,3.7,4.1,50.0,59.0,2000,103557,127.0030592,37.575654,53.998425000000005,594.1111111111111,594.1111111111111
0,1,20170106,7,2.0,2.0,0.0,전기적 요인,창고시설,N,3.0,2.9,50.0,62.0,2000,7926,126.9952929,37.5661099,53.998425000000005,55177.583333333336,55177.583333333336
0,1,20170106,7,4.0,2.0,0.0,전기적 요인,단독주택,N,3.0,2.9,50.0,62.0,2000,407,126.9048668,37.5993938,53.998425000000005,2459.75,2459.75
0,1,20170106,7,4.0,1.0,0.0,부주의,음식점,N,3.0,2.9,50.0,62.0,2000,162,127.0411275,37.5240769,53.998425000000005,6110.833333333333,6110.833333333333
0,1,20170106,9,9.0,5.0,0.0,부주의,음식점,N,3.1,3.2,50.0,61.0,2000,2379,126.9814136,37.4907257,53.998425000000005,4819.583333333333,4819.583333333333
0,1,20170106,12,1.0,1.0,0.0,부주의,기타건축물,N,7.6,1.5,50.0,46.0,2000,48,127.0407829,37.6303183,53.998425000000005,55214.833333333336,55214.833333333336
1,1,20170106,14,3.0,3.0,0.0,미상,단독주택,N,9.2,1.9,250.0,48.0,1957,3397,126.906062,37.4855945,53.998425000000005,7276.166666666667,7276.166666666667
0,1,20170106,15,4.0,1.0,0.0,전기적 요인,음식점,N,10.9,1.3,270.0,44.0,1998,138,126.9076908,37.5680341,53.998425000000005,528.6666666666666,528.6666666666666
0,1,20170106,15,4.0,1.0,0.0,전기적 요인,단독주택,N,10.9,1.3,270.0,44.0,1998,9,127.0595988,37.5868812,53.998425000000005,4312.333333333333,4312.333333333333
0,1,20170106,22,6.0,2.0,0.0,부주의,음식점,N,4.4,0.3,0.0,70.0,1156,541,127.082404,37.5106957,53.998425000000005,8348.5,8348.5
0,1,20170106,22,7.0,1.0,0.0,부주의,음식점,N,4.4,0.3,0.0,70.0,1156,108,126.9021713,37.4538202,53.998425000000005,5841.666666666667,5841.666666666667
0,1,20170107,0,3.0,0.0,0.0,부주의,일반업무,Y,3.0,1.3,50.0,72.0,1049,239,127.0476152,37.5756932,48.472497,2919.5,2919.5
0,1,20170107,2,3.0,2.0,0.0,부주의,음식점,N,2.3,0.9,20.0,76.0,883,103,127.062346,37.6164113,48.472497,1597.5,1597.5
0,1,20170107,4,1.0,1.0,0.0,부주의,단독주택,N,1.6,0.7,20.0,81.0,688,110,127.0307849,37.6379406,48.472497,5257.083333333333,5257.083333333333
0,1,20170107,5,0.0,0.0,0.0,전기적 요인,일상서비스,N,1.1,0.7,360.0,82.0,740,193,126.9019921,37.5188746,48.472497,125.58333333333331,125.58333333333331
0,1,20170107,10,6.0,3.0,0.0,전기적 요인,일반업무,Y,2.5,2.6,50.0,73.0,566,1418,126.8859646,37.4722767,48.472497,37732.083333333336,37732.083333333336
0,1,20170107,10,5.0,2.0,0.0,화학적 요인,공동주택,Y,2.5,2.6,50.0,73.0,566,23,126.9506263,37.4972639,48.472497,3252.0,3252.0
0,1,20170107,11,7.0,3.0,0.0,미상,단독주택,N,5.8,1.2,90.0,58.0,866,1544,126.9005516,37.4692588,48.472497,7817.416666666667,7817.416666666667
0,1,20170107,13,5.0,2.0,0.0,부주의,음식점,N,8.7,1.0,340.0,49.0,782,55,127.084547,37.5812694,48.472497,3390.75,3390.75
0,1,20170107,13,2.0,2.0,0.0,전기적 요인,단독주택,N,8.7,1.0,340.0,49.0,782,2850,126.9572986,37.4827901,48.472497,6152.25,6152.25
0,1,20170107,14,6.0,1.0,0.0,전기적 요인,건강시설,Y,9.4,2.9,290.0,51.0,719,7154,127.022576,37.5479272,48.472497,2836.1666666666665,2836.1666666666665
0,1,20170107,15,4.0,2.0,0.0,부주의,일상서비스,N,9.3,1.9,270.0,51.0,703,35,127.0272827,37.5076581,48.472497,3439.4166666666665,3439.4166666666665
0,1,20170107,16,5.0,1.0,0.0,부주의,일상서비스,Y,9.2,2.5,290.0,51.0,639,92,127.0342023,37.5623212,48.472497,52604.16666666666,52604.16666666666
0,1,20170107,21,4.0,1.0,0.0,방화,단독주택,N,4.4,1.4,50.0,59.0,888,4237,127.0431514,37.5832014,48.472497,16928.416666666668,16928.416666666668
0,1,20170107,21,4.0,2.0,0.0,부주의,기타건축물,N,4.4,1.4,50.0,59.0,888,30,127.0292832,37.4988997,48.472497,6994.833333333333,6994.833333333333
0,1,20170107,22,3.0,1.0,0.0,부주의,공동주택,N,4.1,1.6,50.0,61.0,899,190,127.1312951,37.5492073,48.472497,190.0,190.0
0,1,20170108,1,6.0,2.0,0.0,전기적 요인,음식점,N,4.6,2.6,70.0,57.0,1206,10882,126.919215,37.4641999,47.183352,3273.75,3273.75
0,1,20170108,1,4.0,1.0,0.0,기계적 요인,공동주택,Y,4.6,2.6,70.0,57.0,1206,59,126.9359642,37.5202576,47.183352,242835.5,242835.5
0,1,20170108,5,3.0,1.0,0.0,부주의,단독주택,N,4.1,1.6,70.0,61.0,1796,101,127.1442938,37.5414881,47.183352,5014.0,5014.0
0,1,20170108,10,3.0,3.0,0.0,부주의,음식점,Y,6.7,3.0,50.0,61.0,1795,40,126.8798669,37.5366796,47.183352,81810.16666666667,81810.16666666667
0,1,20170108,11,4.0,2.0,0.0,전기적 요인,일상서비스,Y,9.2,2.3,50.0,51.0,1964,426,127.0270202,37.5019062,47.183352,6927.083333333333,6927.083333333333
0,1,20170108,11,1.0,2.0,0.0,기계적 요인,단독주택,N,9.2,2.3,50.0,51.0,1964,1548,126.9161602,37.5123207,47.183352,9530.0,9530.0
0,1,20170108,18,3.0,3.0,0.0,전기적 요인,공동주택,Y,8.2,2.8,270.0,57.0,1897,111,127.0609728,37.6603705,47.183352,11080.5,11080.5
0,1,20170108,18,3.0,3.0,0.0,부주의,일반업무,Y,8.2,2.8,270.0,57.0,1897,108,127.1212653,37.4807703,47.183352,74422.5,74422.5
0,1,20170108,19,1.0,1.0,0.0,부주의,공동주택,N,7.4,3.2,290.0,61.0,1974,22,126.8558569,37.5553977,47.183352,3837.0833333333335,3837.0833333333335
0,1,20170109,0,3.0,2.0,0.0,화학적 요인,음식점,N,4.0,3.4,270.0,75.0,822,49,126.9830329,37.5671748,48.212784,11243.416666666666,11243.416666666666
0,1,20170109,0,4.0,1.0,0.0,전기적 요인,일반업무,N,4.0,3.4,270.0,75.0,822,500,126.9363154,37.6008511,48.212784,1878.8,1878.8
0,1,20170109,1,1.0,1.0,0.0,부주의,일상서비스,N,3.8,3.3,270.0,73.0,883,128827,126.9007249,37.5189092,48.212784,17982.5,17982.5
0,1,20170109,3,2.0,2.0,0.0,전기적 요인,음식점,Y,3.4,2.4,270.0,75.0,767,2355,127.0777025,37.6145477,48.212784,160059.58333333334,160059.58333333334
0,1,20170109,7,6.0,2.0,0.0,전기적 요인,공동주택,Y,2.5,3.5,270.0,74.0,734,300,127.0146677,37.4915749,48.212784,35053.5,35053.5
0,1,20170109,10,2.0,2.0,0.0,부주의,음식점,N,1.7,2.4,290.0,67.0,433,396,126.9970845,37.561224,48.212784,11091.583333333334,11091.583333333334
0,1,20170109,10,6.0,3.0,0.0,전기적 요인,공동주택,N,1.7,2.4,290.0,67.0,433,222,127.1680933,37.5467709,48.212784,3544.9166666666665,3544.9166666666665
0,1,20170109,11,3.0,1.0,0.0,부주의,음식점,N,2.3,2.9,270.0,63.0,445,60,126.9947845,37.5349593,48.212784,1516.9166666666667,1516.9166666666667
0,1,20170109,11,3.0,3.0,0.0,부주의,공동주택,Y,2.3,2.9,270.0,63.0,445,271,127.1226407,37.5108818,48.212784,10039.166666666666,10039.166666666666
0,1,20170109,12,4.0,1.0,0.0,부주의,공동주택,Y,3.2,3.7,270.0,57.0,527,82,127.0102751,37.6203504,48.212784,4015.1666666666665,4015.1666666666665
0,1,20170109,12,10.0,1.0,0.0,부주의,공동주택,Y,3.2,3.7,270.0,57.0,527,90,126.8786978,37.5844245,48.212784,29534.08333333333,29534.08333333333
0,1,20170109,12,2.0,1.0,0.0,부주의,공동주택,Y,3.2,3.7,270.0,57.0,527,20,126.8521764,37.5085407,48.212784,45505.91666666666,45505.91666666666
0,1,20170109,14,3.0,0.0,0.0,부주의,작업장,Y,3.6,4.0,320.0,49.0,783,1072,127.0509423,37.5860129,48.212784,6596.25,6596.25
0,1,20170109,14,4.0,2.0,0.0,부주의,단독주택,N,3.6,4.0,320.0,49.0,783,189,127.0288118,37.5047778,48.212784,222.75,222.75
0,1,20170109,15,8.0,3.0,0.0,부주의,음식점,N,3.7,3.7,290.0,44.0,990,785,126.9805024,37.4782905,48.212784,6328.5,6328.5
0,1,20170109,16,2.0,2.0,0.0,전기적 요인,운동시설,N,3.5,3.3,290.0,43.0,954,115,126.9623493,37.5425586,48.212784,30912.83333333333,30912.83333333333
0,1,20170109,16,4.0,2.0,0.0,부주의,일상서비스,N,3.5,3.3,290.0,43.0,954,1434,127.1449063,37.5512594,48.212784,112.0,112.0
2,1,20170109,17,2.0,2.0,0.0,방화,일상서비스,N,2.4,3.7,290.0,46.0,980,9716,127.0435258,37.6827461,48.212784,1149.75,1149.75
0,1,20170109,20,2.0,2.0,0.0,부주의,음식점,Y,0.0,3.3,270.0,51.0,1062,40,127.0557811,37.5112366,48.212784,7110.75,7110.75
0,1,20170109,20,4.0,1.0,0.0,부주의,공동주택,Y,0.0,3.3,270.0,51.0,1062,12,126.8274367,37.5521618,48.212784,36641.0,36641.0
0,1,20170110,8,2.0,2.0,0.0,전기적 요인,공동주택,N,-5.4,1.2,230.0,62.0,1826,12,126.8457767,37.5610799,49.709673,7925.583333333333,7925.583333333333
0,1,20170110,9,2.0,1.0,0.0,미상,공동주택,N,-4.4,1.1,230.0,54.0,1899,107,126.9574799,37.5338453,49.709673,31358.25,31358.25
0,1,20170110,11,2.0,2.0,0.0,부주의,단독주택,N,-0.5,3.5,270.0,49.0,1783,267,127.0832653,37.5303344,49.709673,2550.6666666666665,2550.6666666666665
0,1,20170110,12,4.0,0.0,0.0,부주의,음식점,Y,-0.5,4.3,270.0,50.0,1938,410,126.9038677,37.5701672,49.709673,4379.083333333333,4379.083333333333
0,1,20170110,13,7.0,1.0,0.0,부주의,단독주택,N,0.7,4.1,270.0,44.0,1935,7,126.9032771,37.4660957,49.709673,3109.0,3109.0
0,1,20170110,14,7.0,1.0,0.0,부주의,공동주택,N,0.8,5.1,270.0,30.0,1915,9,126.9051997,37.4697207,49.709673,3194.4166666666665,3194.4166666666665
0,1,20170110,16,2.0,2.0,0.0,전기적 요인,작업장,N,-0.5,6.2,290.0,27.0,2000,434,126.9971646,37.5680561,49.709673,55177.583333333336,55177.583333333336
0,1,20170110,19,3.0,3.0,0.0,부주의,공동주택,N,-3.7,2.9,290.0,35.0,2000,991,126.9889938,37.4868381,49.709673,4344.25,4344.25
0,1,20170110,20,2.0,0.0,0.0,전기적 요인,오락시설,Y,-4.5,5.6,290.0,34.0,2000,328,126.9932624,37.5630109,49.709673,9008.0,9008.0
0,1,20170110,23,1.0,1.0,0.0,전기적 요인,위락시설,N,-7.0,2.5,290.0,42.0,2000,6280,127.0290947,37.6051027,49.709673,1438.0,1438.0
0,1,20170111,1,3.0,2.0,0.0,부주의,단독주택,N,-7.5,3.4,270.0,36.0,2000,772,127.0689876,37.5434865,48.56428200000001,9395.166666666666,9395.166666666666
0,1,20170111,2,3.0,3.0,0.0,부주의,기타건축물,N,-7.8,1.3,290.0,36.0,2000,93,126.8710021,37.519576,48.56428200000001,7337.416666666667,7337.416666666667
0,1,20170111,7,2.0,2.0,0.0,부주의,단독주택,Y,-9.1,1.2,270.0,38.0,2000,4258,126.9630276,37.4739016,48.56428200000001,17114.5,17114.5
0,1,20170111,7,4.0,2.0,0.0,전기적 요인,작업장,N,-9.1,1.2,270.0,38.0,2000,10522,126.9724009,37.5576815,48.56428200000001,34737.666666666664,34737.666666666664
0,1,20170111,8,2.0,2.0,0.0,전기적 요인,공동주택,Y,-9.4,0.7,200.0,33.0,2000,30,126.931188,37.6238776,48.56428200000001,136.5,136.5
0,1,20170111,10,1.0,1.0,0.0,부주의,노유자시설,Y,-4.5,0.8,270.0,25.0,2000,90,127.070966,37.6340916,48.56428200000001,5975.25,5975.25
1,1,20170111,10,2.0,2.0,0.0,미상,공동주택,N,-4.5,0.8,270.0,25.0,2000,8767,127.0846466,37.5567327,48.56428200000001,7393.75,7393.75
0,1,20170111,16,2.0,2.0,0.0,미상,음식점,N,0.5,4.3,290.0,31.0,1933,399,127.0010043,37.5690489,48.56428200000001,7349.833333333333,7349.833333333333
0,1,20170111,18,1.0,1.0,0.0,전기적 요인,일반업무,Y,-1.8,2.2,270.0,30.0,2000,20,126.9289381,37.5637645,48.56428200000001,48909.5,48909.5
0,1,20170111,20,3.0,0.0,3.0,미상,단독주택,N,-2.8,2.5,270.0,46.0,2000,15066,127.0804815,37.5990878,48.56428200000001,8097.083333333333,8097.083333333333
0,1,20170111,20,6.0,1.0,0.0,부주의,일상서비스,N,-2.8,2.5,270.0,46.0,2000,243,127.044538,37.5668063,48.56428200000001,15338.25,15338.25
0,1,20170111,21,4.0,1.0,0.0,부주의,공동주택,Y,-2.9,2.5,250.0,43.0,2000,88,127.0469829,37.4954978,48.56428200000001,20153.875,20153.875
0,1,20170111,22,2.0,1.0,0.0,전기적 요인,일반업무,N,-2.7,1.1,250.0,46.0,2000,31,127.0572822,37.5739191,48.56428200000001,10137.833333333334,10137.833333333334
0,1,20170112,6,3.0,2.0,0.0,부주의,공동주택,N,-1.1,1.7,250.0,62.0,1383,3197,127.1209179,37.4901618,44.667753000000005,537.1,537.1
0,1,20170112,7,4.0,1.0,0.0,부주의,기타건축물,N,-1.2,3.1,270.0,57.0,1609,53,127.0211328,37.5830118,44.667753000000005,2853.1666666666665,2853.1666666666665
0,1,20170112,10,3.0,2.0,0.0,전기적 요인,단독주택,N,-1.3,3.0,290.0,44.0,1850,1200,126.952979,37.4854547,44.667753000000005,12550.75,12550.75
0,1,20170112,11,3.0,2.0,0.0,부주의,공동주택,N,-1.0,3.5,290.0,35.0,1954,412,126.8613261,37.51872,44.667753000000005,64430.833333333336,64430.833333333336
0,1,20170112,12,3.0,0.0,0.0,부주의,음식점,N,0.0,4.0,270.0,32.0,1793,85,126.995524,37.5341612,44.667753000000005,4880.583333333333,4880.583333333333
0,1,20170112,14,4.0,2.0,0.0,부주의,전시장,Y,0.9,4.4,290.0,28.0,1774,330,126.9700898,37.5667206,44.667753000000005,1109.8,1109.8
0,1,20170112,14,2.0,2.0,0.0,미상,판매시설,N,0.9,4.4,290.0,28.0,1774,121,126.9647493,37.5331835,44.667753000000005,39994.5,39994.5
0,1,20170112,16,2.0,2.0,0.0,부주의,판매시설,N,0.6,4.2,270.0,23.0,2000,1519,126.9982482,37.4987812,44.667753000000005,4102.333333333333,4102.333333333333
0,1,20170112,18,5.0,2.0,0.0,미상,단독주택,N,-2.5,2.9,270.0,26.0,2000,268,126.9103724,37.5860326,44.667753000000005,4252.916666666667,4252.916666666667
0,1,20170112,20,5.0,1.0,0.0,부주의,공동주택,N,-4.1,3.9,270.0,29.0,2000,14,126.8318737,37.5293984,44.667753000000005,3379.333333333333,3379.333333333333
0,1,20170112,21,2.0,1.0,0.0,부주의,일반업무,N,-4.7,3.9,270.0,32.0,2000,103,126.9149557,37.5562771,44.667753000000005,19077.916666666668,19077.916666666668
0,1,20170112,23,1.0,1.0,0.0,부주의,음식점,N,-5.7,3.8,290.0,36.0,2000,293,126.9806972,37.5726466,44.667753000000005,2794.833333333333,2794.833333333333
0,1,20170113,0,7.0,3.0,0.0,전기적 요인,단독주택,N,-6.1,2.7,270.0,40.0,2000,859,126.9811331,37.6138378,40.911012,1487.0,1487.0
0,1,20170113,0,4.0,1.0,0.0,전기적 요인,공장시설,Y,-6.1,2.7,270.0,40.0,2000,1830,126.893292,37.4860146,40.911012,74469.25,74469.25
0,1,20170113,4,3.0,3.0,0.0,전기적 요인,공동주택,N,-7.2,1.1,20.0,38.0,2000,361,126.8651857,37.5426274,40.911012,2098.625,2098.625
0,1,20170113,9,8.0,3.0,0.0,부주의,공동주택,N,-6.9,1.5,340.0,58.0,838,215,126.9698161,37.4798554,40.911012,4324.0,4324.0
0,1,20170113,11,2.0,2.0,0.0,전기적 요인,단독주택,N,-7.0,1.3,250.0,81.0,229,4522,127.0493114,37.5146079,40.911012,3743.4166666666665,3743.4166666666665
0,1,20170113,12,4.0,1.0,0.0,부주의,의료시설,Y,-5.4,2.3,270.0,70.0,1935,1627,127.0593556,37.5946738,40.911012,25685.416666666668,25685.416666666668
0,1,20170113,13,4.0,1.0,0.0,전기적 요인,공동주택,N,-3.7,2.5,270.0,62.0,1991,151,127.0742394,37.6643006,40.911012,1471.0833333333333,1471.0833333333333
0,1,20170113,18,3.0,1.0,0.0,부주의,일반업무,Y,-4.1,4.3,270.0,44.0,2000,91,126.9903772,37.5644741,40.911012,94785.0,94785.0
0,1,20170113,18,5.0,2.0,0.0,부주의,음식점,N,-4.1,4.3,270.0,44.0,2000,165,126.838551,37.5165219,40.911012,5804.166666666667,5804.166666666667
0,1,20170113,21,2.0,1.0,0.0,기타,공동주택,N,-7.7,4.4,270.0,44.0,2000,160,127.093373,37.6015638,40.911012,290523.1666666667,290523.1666666667
0,1,20170113,22,3.0,3.0,0.0,부주의,공동주택,N,-8.1,2.5,320.0,44.0,1987,48,127.1475708,37.5327148,40.911012,2512.222222222222,2512.222222222222
0,1,20170113,23,7.0,3.0,0.0,부주의,공동주택,N,-8.6,2.2,270.0,45.0,2000,33,126.828107,37.5412461,40.911012,308.9,308.9
0,1,20170114,2,2.0,2.0,0.0,전기적 요인,기타건축물,N,-8.9,2.3,290.0,44.0,2000,3378,127.0491761,37.5698758,34.785759000000006,66457.66666666667,66457.66666666667
0,1,20170114,2,3.0,1.0,0.0,전기적 요인,일상서비스,N,-8.9,2.3,290.0,44.0,2000,48,127.0555697,37.5775594,34.785759000000006,1770.75,1770.75
0,1,20170114,2,2.0,1.0,0.0,기계적 요인,작업장,Y,-8.9,2.3,290.0,44.0,2000,979,126.9997254,37.5721397,34.785759000000006,4515.833333333333,4515.833333333333
0,1,20170114,7,1.0,1.0,0.0,전기적 요인,공장시설,Y,-9.9,3.4,290.0,44.0,2000,828,126.8970043,37.512143,34.785759000000006,16114.5,16114.5
0,1,20170114,7,3.0,3.0,0.0,부주의,공동주택,N,-9.9,3.4,290.0,44.0,2000,1453,127.1290725,37.4841924,34.785759000000006,2538.6666666666665,2538.6666666666665
0,1,20170114,8,4.0,2.0,0.0,방화의심,종교시설,Y,-10.5,3.6,270.0,38.0,2000,841,127.0494731,37.4788705,34.785759000000006,424.9166666666667,424.9166666666667
0,1,20170114,8,5.0,2.0,0.0,부주의,단독주택,N,-10.5,3.6,270.0,38.0,2000,389,127.136221,37.5435093,34.785759000000006,2489.75,2489.75
0,1,20170114,8,1.0,3.0,0.0,부주의,단독주택,N,-10.5,3.6,270.0,38.0,2000,330,127.0316689,37.6447671,34.785759000000006,3051.4166666666665,3051.4166666666665
0,1,20170114,8,8.0,3.0,0.0,부주의,공동주택,N,-10.5,3.6,270.0,38.0,2000,624,126.9743066,37.4771216,34.785759000000006,2207.333333333333,2207.333333333333
0,1,20170114,9,2.0,2.0,0.0,미상,공동주택,Y,-10.3,4.4,270.0,35.0,2000,23075,127.1209819,37.5276938,34.785759000000006,74146.83333333333,74146.83333333333
0,1,20170114,11,3.0,2.0,0.0,부주의,단독주택,N,-8.3,3.7,320.0,28.0,1987,232,127.0832354,37.5643822,34.785759000000006,246.25,246.25
0,1,20170114,13,3.0,1.0,0.0,미상,작업장,N,-6.7,4.6,290.0,24.0,1949,21200,127.0521955,37.6101526,34.785759000000006,1863.8333333333333,1863.8333333333333
0,1,20170114,17,3.0,3.0,0.0,부주의,단독주택,Y,-6.5,4.5,320.0,26.0,2000,358,126.9636989,37.4739354,34.785759000000006,7327.416666666667,7327.416666666667
0,1,20170114,17,6.0,3.0,0.0,부주의,공동주택,N,-6.5,4.5,320.0,26.0,2000,26,126.8563437,37.5303164,34.785759000000006,4847.666666666667,4847.666666666667
0,1,20170114,19,5.0,2.0,0.0,부주의,공동주택,N,-7.8,3.0,320.0,29.0,2000,94,126.8928384,37.574994,34.785759000000006,36709.333333333336,36709.333333333336
0,1,20170114,19,2.0,2.0,0.0,부주의,일상서비스,N,-7.8,3.0,320.0,29.0,2000,11,126.9231081,37.6159562,34.785759000000006,7880.0,7880.0
0,1,20170114,20,2.0,1.0,0.0,부주의,단독주택,N,-8.2,4.1,290.0,30.0,2000,60,126.9483359,37.5390722,34.785759000000006,1444.75,1444.75
0,1,20170114,21,7.0,1.0,0.0,기계적 요인,일반업무,Y,-8.3,3.0,340.0,31.0,2000,3304,126.8154224,37.5772336,34.785759000000006,5508.916666666667,5508.916666666667
0,1,20170114,22,3.0,3.0,0.0,전기적 요인,공동주택,N,-8.8,3.5,340.0,31.0,2000,335,126.9319657,37.5601193,34.785759000000006,8227.5,8227.5
0,1,20170115,0,1.0,1.0,0.0,부주의,음식점,N,-9.4,3.3,320.0,30.0,2000,1126,126.9262986,37.5566969,32.908029,4283.083333333333,4283.083333333333
0,1,20170115,0,2.0,2.0,0.0,부주의,공동주택,Y,-9.4,3.3,320.0,30.0,2000,200,126.9985272,37.4951853,32.908029,248.0833333333333,248.0833333333333
0,1,20170115,2,3.0,1.0,0.0,부주의,단독주택,N,-10.4,0.7,230.0,33.0,2000,271,127.0952071,37.5972619,32.908029,1495.8333333333333,1495.8333333333333
0,1,20170115,2,5.0,2.0,0.0,부주의,단독주택,N,-10.4,0.7,230.0,33.0,2000,40,126.8345337,37.5336661,32.908029,4439.416666666667,4439.416666666667
0,1,20170115,2,3.0,2.0,0.0,부주의,단독주택,N,-10.4,0.7,230.0,33.0,2000,9,126.8923926,37.5045064,32.908029,9206.333333333334,9206.333333333334
0,1,20170115,7,2.0,1.0,0.0,방화의심,판매시설,N,-11.2,1.4,270.0,42.0,2000,108,127.0219064,37.605387,32.908029,2481.3636363636365,2481.3636363636365
0,1,20170115,13,1.0,1.0,0.0,부주의,건강시설,Y,-4.6,4.1,270.0,27.0,1969,12,126.8559159,37.556867,32.908029,71799.16666666667,71799.16666666667
0,1,20170115,13,2.0,3.0,0.0,부주의,공동주택,N,-4.6,4.1,270.0,27.0,1969,144,127.0183602,37.6332205,32.908029,11711.583333333334,11711.583333333334
0,1,20170115,14,4.0,3.0,0.0,전기적 요인,공장시설,Y,-3.4,3.8,290.0,27.0,1961,320,126.8799924,37.4854117,32.908029,12773.75,12773.75
0,1,20170115,15,5.0,3.0,0.0,부주의,단독주택,N,-1.8,3.0,270.0,27.0,2000,12,126.8398747,37.5337649,32.908029,11918.25,11918.25
0,1,20170115,16,2.0,2.0,0.0,부주의,일반업무,Y,-1.1,2.3,270.0,26.0,2000,906,127.0616065,37.6519884,32.908029,5918.583333333333,5918.583333333333
