사망인명피해수,분기구분,화재발생일자,화재발생시,현장소방서거리,현장안전센터거리,현장소방지역대거리,발화요인대분류명,시설장소중분류명,방화관리대상여부,시간단위기온,시간단위풍속,시간단위풍향,시간단위습도,시간단위가시거리,재산피해액,lon,lat,실효습도,가스사용량(KWh),전기사용량(KWh)
0,3,20180828,13,4.0,1.0,0.0,전기적 요인,음식점,Y,24.6,0.5,360.0,97.0,765,1105,127.0145335,37.4861275,66.479472,40525.083333333336,40525.083333333336
0,3,20180828,14,4.0,2.0,0.0,전기적 요인,판매시설,N,24.9,0.5,70.0,97.0,766,1,126.9755604,37.5633134,66.479472,4260.416666666667,4260.416666666667
0,3,20180828,15,2.0,1.0,0.0,전기적 요인,공동주택,N,25.2,0.6,50.0,96.0,1754,309,126.9190906,37.5592578,66.479472,1173.875,1173.875
0,3,20180828,16,5.0,1.0,0.0,전기적 요인,일반업무,Y,25.0,0.7,90.0,97.0,1181,22,127.0230203,37.5736891,66.479472,9951.5,9951.5
0,3,20180828,17,4.0,1.0,0.0,미상,창고시설,N,24.8,1.8,160.0,96.0,564,7170,127.0044488,37.5742698,66.479472,856.25,856.25
0,3,20180828,20,1.0,1.0,0.0,전기적 요인,일반업무,Y,23.3,3.3,360.0,97.0,183,200,126.9862658,37.4969278,66.479472,2224.583333333333,2224.583333333333
0,3,20180828,21,1.0,1.0,0.0,기계적 요인,음식점,N,22.9,2.1,160.0,98.0,1146,450,127.0195871,37.5649815,66.479472,3643.0833333333335,3643.0833333333335
0,3,20180828,22,2.0,2.0,0.0,전기적 요인,일상서비스,Y,22.9,1.3,110.0,97.0,2000,110,127.0397803,37.6562367,66.479472,7568.818181818182,7568.818181818182
0,3,20180828,23,4.0,1.0,0.0,전기적 요인,공동주택,N,22.8,1.0,90.0,97.0,600,3,126.9307866,37.6026538,66.479472,5134.916666666667,5134.916666666667
0,3,20180829,0,2.0,1.0,0.0,부주의,판매시설,Y,22.7,0.3,0.0,96.0,2000,9,126.9202392,37.5507397,64.17954,7871.75,7871.75
0,3,20180829,2,4.0,1.0,0.0,전기적 요인,음식점,N,24.2,3.6,200.0,91.0,1735,88,127.041144,37.5246878,64.17954,2635.9166666666665,2635.9166666666665
0,3,20180829,2,4.0,1.0,0.0,부주의,공동주택,N,24.2,3.6,200.0,91.0,1735,9,126.8875244,37.4886149,64.17954,5325.416666666667,5325.416666666667
0,3,20180829,5,2.0,2.0,0.0,기계적 요인,공동주택,Y,24.6,3.6,200.0,87.0,1966,161,126.995442,37.5679851,64.17954,55177.583333333336,55177.583333333336
0,3,20180829,7,3.0,2.0,0.0,기계적 요인,공동주택,N,25.0,3.0,200.0,85.0,2000,220,127.0236109,37.6497182,64.17954,9264.416666666666,9264.416666666666
0,3,20180829,8,3.0,3.0,0.0,전기적 요인,판매시설,Y,25.3,3.4,200.0,83.0,1982,469,126.9321301,37.6123822,64.17954,32863.75,32863.75
0,3,20180829,10,7.0,7.0,0.0,전기적 요인,공동주택,Y,26.4,2.7,230.0,78.0,2000,100,127.1469568,37.5602611,64.17954,153222.25,153222.25
0,3,20180829,11,3.0,1.0,0.0,부주의,공동주택,Y,26.9,3.2,200.0,74.0,2000,174,127.0171863,37.6443786,64.17954,2381.833333333333,2381.833333333333
0,3,20180829,11,3.0,2.0,0.0,부주의,음식점,Y,26.9,3.2,200.0,74.0,2000,49,127.1234965,37.4942736,64.17954,28515.33333333333,28515.33333333333
0,3,20180829,13,3.0,1.0,0.0,부주의,공동주택,N,27.1,3.7,230.0,75.0,1972,17,126.8507196,37.5456064,64.17954,1899.0833333333333,1899.0833333333333
0,3,20180829,15,3.0,3.0,0.0,기타,일반업무,Y,26.9,2.5,180.0,77.0,1937,228,127.0424615,37.5183526,64.17954,8617.583333333334,8617.583333333334
0,3,20180829,15,4.0,4.0,0.0,전기적 요인,단독주택,N,26.9,2.5,180.0,77.0,1937,92,126.93384,37.4904977,64.17954,64.0,64.0
0,3,20180829,15,3.0,2.0,0.0,전기적 요인,일반업무,Y,26.9,2.5,180.0,77.0,1937,2,126.9920577,37.5672695,64.17954,118.4,118.4
0,3,20180829,17,2.0,2.0,0.0,부주의,공동주택,N,24.6,0.9,90.0,93.0,1451,30,127.1291487,37.5322912,64.17954,27140.916666666668,27140.916666666668
0,3,20180830,1,4.0,1.0,0.0,부주의,학교,N,24.9,2.2,250.0,92.0,1125,2539,127.0794077,37.5899739,68.36942700000002,16259.166666666666,16259.166666666666
0,3,20180830,2,4.0,2.0,0.0,전기적 요인,공장시설,N,24.7,1.0,290.0,96.0,337,360,126.8817251,37.5106398,68.36942700000002,12182.833333333334,12182.833333333334
0,3,20180830,7,3.0,2.0,0.0,기계적 요인,판매시설,N,24.3,1.4,230.0,96.0,1025,1000,127.0348294,37.6777651,68.36942700000002,2235.9166666666665,2235.9166666666665
0,3,20180830,7,3.0,2.0,0.0,전기적 요인,공동주택,N,24.3,1.4,230.0,96.0,1025,3913,127.0590518,37.6180823,68.36942700000002,4773.75,4773.75
0,3,20180830,8,5.0,2.0,0.0,미상,의료시설,Y,24.6,1.0,270.0,96.0,883,6886,127.0250667,37.5251991,68.36942700000002,1496.1666666666667,1496.1666666666667
0,3,20180830,8,2.0,2.0,0.0,부주의,음식점,N,24.6,1.0,270.0,96.0,883,800,126.925912,37.5631614,68.36942700000002,11067.416666666666,11067.416666666666
0,3,20180830,9,3.0,1.0,0.0,전기적 요인,음식점,N,25.0,1.1,270.0,92.0,782,100,127.0128414,37.6504972,68.36942700000002,6062.083333333333,6062.083333333333
0,3,20180830,9,4.0,2.0,0.0,전기적 요인,종교시설,Y,25.0,1.1,270.0,92.0,782,2,127.0787584,37.6647914,68.36942700000002,4906.333333333333,4906.333333333333
0,3,20180830,9,3.0,0.0,0.0,전기적 요인,음식점,N,25.0,1.1,270.0,92.0,782,48,126.8309323,37.4936093,68.36942700000002,3921.5,3921.5
0,3,20180830,12,2.0,2.0,0.0,부주의,공동주택,N,27.0,2.5,270.0,74.0,915,33,126.8728287,37.5236589,68.36942700000002,7591.916666666667,7591.916666666667
0,3,20180830,14,3.0,0.0,0.0,기계적 요인,일반업무,Y,27.5,2.8,270.0,66.0,989,451,126.8765153,37.4793559,68.36942700000002,95082.91666666669,95082.91666666669
0,3,20180830,15,3.0,3.0,0.0,전기적 요인,공동주택,N,27.2,3.5,290.0,69.0,963,251,126.9361591,37.4784746,68.36942700000002,1059.0833333333333,1059.0833333333333
0,3,20180830,18,2.0,2.0,0.0,부주의,일반업무,Y,26.1,2.4,270.0,72.0,1066,774,126.9628739,37.4769512,68.36942700000002,53470.583333333336,53470.583333333336
0,3,20180830,19,3.0,1.0,0.0,전기적 요인,일반업무,N,25.1,2.1,290.0,74.0,1105,109,126.9545489,37.5469965,68.36942700000002,9191.333333333334,9191.333333333334
0,3,20180830,19,1.0,1.0,0.0,부주의,공동주택,Y,25.1,2.1,290.0,74.0,1105,624,126.9527504,37.479326,68.36942700000002,39286.91666666666,39286.91666666666
0,3,20180830,19,2.0,1.0,0.0,부주의,음식점,N,25.1,2.1,290.0,74.0,1105,24,126.9204949,37.550036,68.36942700000002,1280.0,1280.0
0,3,20180830,22,2.0,1.0,0.0,가스누출(폭발),공동주택,N,24.6,1.5,290.0,71.0,1319,1144,126.9231648,37.5756034,68.36942700000002,1342.5833333333333,1342.5833333333333
0,3,20180830,22,4.0,1.0,0.0,전기적 요인,판매시설,Y,24.6,1.5,290.0,71.0,1319,91793,126.9788438,37.560095,68.36942700000002,162227.75,162227.75
0,3,20180830,23,4.0,2.0,0.0,부주의,음식점,N,24.3,0.8,290.0,71.0,1549,55,127.1426398,37.5534733,68.36942700000002,75.5,75.5
0,3,20180831,0,3.0,2.0,0.0,전기적 요인,공동주택,Y,23.9,1.7,270.0,75.0,1192,46,127.0734924,37.6144009,72.52543200000001,195043.5,195043.5
0,3,20180831,1,8.0,1.0,0.0,부주의,공동주택,N,23.7,1.1,320.0,77.0,1099,9,126.905256,37.4571343,72.52543200000001,4275.166666666667,4275.166666666667
0,3,20180831,2,2.0,1.0,0.0,부주의,단독주택,N,23.4,0.4,0.0,79.0,1045,16,126.935881,37.5020133,72.52543200000001,19033.5,19033.5
0,3,20180831,2,8.0,3.0,0.0,부주의,공동주택,Y,23.4,0.4,0.0,79.0,1045,55,127.1761561,37.5628941,72.52543200000001,25872.58333333333,25872.58333333333
0,3,20180831,3,6.0,2.0,0.0,방화의심,공동주택,N,23.3,1.7,270.0,81.0,1068,211,126.9676873,37.4843691,72.52543200000001,1661.5,1661.5
0,3,20180831,4,2.0,1.0,0.0,부주의,일반업무,Y,23.2,1.6,340.0,83.0,1102,11,127.0330729,37.5631908,72.52543200000001,32480.666666666668,32480.666666666668
0,3,20180831,11,4.0,1.0,0.0,부주의,단독주택,N,26.7,2.7,290.0,51.0,1925,458,126.9438835,37.4974858,72.52543200000001,1558.9166666666667,1558.9166666666667
0,3,20180831,14,3.0,3.0,0.0,전기적 요인,공동주택,Y,29.3,1.9,270.0,41.0,1928,50,127.0614008,37.492429,72.52543200000001,41092.5,41092.5
0,3,20180831,16,2.0,2.0,0.0,부주의,단독주택,N,29.7,3.0,290.0,51.0,2000,53,127.0383453,37.6686891,72.52543200000001,1841.25,1841.25
0,3,20180831,17,5.0,3.0,0.0,부주의,공동주택,N,29.1,2.8,270.0,49.0,1969,704,126.8433488,37.4984813,72.52543200000001,2928.6666666666665,2928.6666666666665
0,3,20180831,17,4.0,1.0,0.0,전기적 요인,작업장,N,29.1,2.8,270.0,49.0,1969,1157,127.0851439,37.5811747,72.52543200000001,3963.9166666666665,3963.9166666666665
0,3,20180831,17,4.0,2.0,0.0,미상,공동주택,Y,29.1,2.8,270.0,49.0,1969,7486,126.9794589,37.519213,72.52543200000001,11093.0,11093.0
0,3,20180831,19,4.0,1.0,0.0,전기적 요인,위락시설,Y,26.5,2.3,290.0,69.0,2000,27,126.9285206,37.4834215,72.52543200000001,9535.166666666666,9535.166666666666
0,3,20180831,22,1.0,1.0,0.0,부주의,일상서비스,Y,24.1,0.9,270.0,80.0,1852,764,127.0732783,37.569903,72.52543200000001,32942.25,32942.25
0,3,20180901,1,2.0,1.0,0.0,전기적 요인,의료시설,N,22.7,0.1,0.0,83.0,1940,195,127.0712317,37.541759,68.88634200000001,539.75,539.75
0,3,20180901,1,4.0,1.0,0.0,부주의,음식점,N,22.7,0.1,0.0,83.0,1940,39,126.8879732,37.4820061,68.88634200000001,205.91666666666663,205.91666666666663
0,3,20180901,2,2.0,1.0,0.0,부주의,단독주택,N,22.0,0.4,0.0,86.0,1703,30,127.1199981,37.5415972,68.88634200000001,107.66666666666669,107.66666666666669
0,3,20180901,4,5.0,2.0,0.0,전기적 요인,창고시설,N,21.2,0.9,20.0,88.0,1183,489,126.8259634,37.5362311,68.88634200000001,3906.0833333333335,3906.0833333333335
0,3,20180901,9,6.0,1.0,0.0,부주의,공동주택,Y,24.1,2.1,90.0,56.0,1956,369,126.9653337,37.486054,68.88634200000001,206114.0833333333,206114.0833333333
0,3,20180901,12,4.0,1.0,0.0,전기적 요인,단독주택,N,28.9,1.6,90.0,46.0,1966,1520,126.9479114,37.6015871,68.88634200000001,6674.083333333333,6674.083333333333
0,3,20180901,13,6.0,1.0,0.0,기계적 요인,공동주택,N,29.4,1.9,90.0,48.0,1942,210,127.0570758,37.6833745,68.88634200000001,36764.0,36764.0
0,3,20180901,14,6.0,1.0,0.0,전기적 요인,단독주택,N,29.7,1.4,70.0,42.0,2000,1057,126.9587368,37.5628972,68.88634200000001,1675.4166666666667,1675.4166666666667
0,3,20180901,17,4.0,2.0,0.0,부주의,음식점,Y,29.6,1.3,140.0,42.0,2000,50,126.9027986,37.4916362,68.88634200000001,9981.666666666666,9981.666666666666
0,3,20180901,17,5.0,2.0,0.0,전기적 요인,일반업무,Y,29.6,1.3,140.0,42.0,2000,22520,126.9749405,37.5589637,68.88634200000001,26293.166666666668,26293.166666666668
0,3,20180901,18,4.0,2.0,0.0,부주의,공동주택,N,28.8,1.3,70.0,46.0,2000,27,126.8364038,37.5268354,68.88634200000001,1446.2,1446.2
0,3,20180901,19,2.0,2.0,0.0,부주의,단독주택,N,27.8,1.1,70.0,48.0,2000,55,127.0445741,37.6807802,68.88634200000001,2857.75,2857.75
0,3,20180901,19,3.0,1.0,0.0,전기적 요인,음식점,N,27.8,1.1,70.0,48.0,2000,137,126.8382379,37.5547932,68.88634200000001,1901.9166666666667,1901.9166666666667
0,3,20180901,21,3.0,0.0,0.0,부주의,공동주택,N,26.0,1.4,110.0,52.0,2000,15,126.9101411,37.6066629,68.88634200000001,1804.1666666666667,1804.1666666666667
0,3,20180901,23,2.0,2.0,0.0,부주의,판매시설,N,24.4,1.6,90.0,54.0,2000,52,126.8558589,37.4896607,68.88634200000001,3352.583333333333,3352.583333333333
0,3,20180902,0,6.0,1.0,0.0,부주의,일반업무,Y,23.5,1.5,90.0,56.0,2000,9,126.8988091,37.4715935,62.82833400000001,19390.08333333333,19390.08333333333
0,3,20180902,7,4.0,1.0,0.0,전기적 요인,오락시설,N,20.2,1.4,90.0,65.0,2000,25196,127.0334144,37.4958384,62.82833400000001,9622.416666666666,9622.416666666666
1,3,20180902,7,2.0,2.0,0.0,전기적 요인,위락시설,N,20.2,1.4,90.0,65.0,2000,7511,126.9281592,37.5579924,62.82833400000001,8216.0,8216.0
1,3,20180902,9,2.0,2.0,0.0,부주의,공동주택,Y,23.4,1.3,90.0,52.0,1997,4518,126.8767752,37.5178234,62.82833400000001,32033.75,32033.75
0,3,20180902,13,3.0,1.0,0.0,부주의,공동주택,Y,28.5,1.7,90.0,42.0,1990,15,127.0516588,37.6355536,62.82833400000001,95524.16666666669,95524.16666666669
0,3,20180902,15,3.0,2.0,0.0,미상,단독주택,N,29.3,1.5,90.0,43.0,1958,3109,126.9263388,37.4822426,62.82833400000001,9675.166666666666,9675.166666666666
0,3,20180902,16,2.0,1.0,0.0,부주의,공동주택,N,29.3,1.4,110.0,44.0,1997,11,126.8489413,37.5055602,62.82833400000001,8447.916666666666,8447.916666666666
0,3,20180902,18,1.0,0.0,0.0,부주의,음식점,N,27.9,1.7,140.0,52.0,2000,220,126.9296313,37.4992303,62.82833400000001,2935.0,2935.0
0,3,20180902,21,1.0,1.0,0.0,전기적 요인,일상서비스,N,26.2,2.3,140.0,62.0,2000,1314,127.0896703,37.5487759,62.82833400000001,17349.916666666668,17349.916666666668
0,3,20180902,22,2.0,2.0,0.0,기타,음식점,N,25.7,1.1,140.0,64.0,2000,211,126.9361846,37.557789,62.82833400000001,4362.583333333333,4362.583333333333
0,3,20180903,1,2.0,2.0,0.0,부주의,판매시설,N,24.5,0.5,140.0,68.0,2000,33,127.1002588,37.6006926,59.041779000000005,5018.0,5018.0
0,3,20180903,2,2.0,0.0,0.0,부주의,작업장,Y,24.3,1.0,90.0,68.0,2000,27,126.9918103,37.5710929,59.041779000000005,3528.333333333333,3528.333333333333
0,3,20180903,5,2.0,2.0,0.0,기계적 요인,음식점,N,23.9,1.5,110.0,70.0,2000,23263,127.0772915,37.5328685,59.041779000000005,3627.75,3627.75
0,3,20180903,5,2.0,2.0,0.0,부주의,단독주택,N,23.9,1.5,110.0,70.0,2000,24,127.0659583,37.5350391,59.041779000000005,875.75,875.75
0,3,20180903,6,3.0,2.0,0.0,미상,공동주택,Y,23.8,1.2,110.0,71.0,2000,24643,126.8445338,37.5213647,59.041779000000005,5249.416666666667,5249.416666666667
0,3,20180903,8,2.0,2.0,0.0,부주의,공동주택,N,24.2,1.4,90.0,70.0,2000,36,127.0211599,37.5700762,59.041779000000005,20352.33333333333,20352.33333333333
0,3,20180903,14,3.0,2.0,0.0,부주의,공동주택,Y,25.6,0.8,70.0,77.0,1930,55,127.0276803,37.6464922,59.041779000000005,375579.25,375579.25
0,3,20180903,14,3.0,2.0,0.0,전기적 요인,위락시설,N,25.6,0.8,70.0,77.0,1930,303,126.9727637,37.5578468,59.041779000000005,34737.666666666664,34737.666666666664
0,3,20180903,16,4.0,1.0,0.0,부주의,단독주택,N,25.5,1.3,290.0,91.0,403,9,126.8870169,37.4865983,59.041779000000005,2721.583333333333,2721.583333333333
0,3,20180903,17,2.0,1.0,0.0,전기적 요인,노유자시설,Y,22.7,4.9,290.0,96.0,452,52,126.9711306,37.5847426,59.041779000000005,28472.916666666668,28472.916666666668
0,3,20180903,19,1.0,1.0,0.0,전기적 요인,판매시설,N,21.7,0.2,0.0,97.0,1154,50,127.0190303,37.5651584,59.041779000000005,3716.5,3716.5
0,3,20180903,19,2.0,1.0,0.0,부주의,단독주택,Y,21.7,0.2,0.0,97.0,1154,23,126.9975944,37.5764679,59.041779000000005,1042.375,1042.375
0,3,20180903,21,4.0,1.0,0.0,전기적 요인,단독주택,N,21.6,0.5,70.0,97.0,646,8,126.9240765,37.4744789,59.041779000000005,7037.166666666667,7037.166666666667
2,3,20180903,22,4.0,1.0,0.0,방화의심,공동주택,N,21.7,0.4,0.0,97.0,440,11777,127.0698275,37.6634168,59.041779000000005,1279.25,1279.25
0,3,20180904,4,4.0,1.0,0.0,전기적 요인,공동주택,N,20.4,2.7,320.0,97.0,704,134,126.9214073,37.4772791,54.672852000000006,14919.083333333334,14919.083333333334
0,3,20180904,11,3.0,1.0,0.0,부주의,단독주택,N,24.5,2.7,320.0,64.0,2000,20,126.9851677,37.4823124,54.672852000000006,4371.25,4371.25
0,3,20180904,12,4.0,1.0,0.0,전기적 요인,판매시설,N,25.8,2.8,340.0,57.0,2000,435,126.8417857,37.541795,54.672852000000006,813.4166666666666,813.4166666666666
1,3,20180904,18,2.0,2.0,0.0,전기적 요인,작업장,N,26.8,2.6,290.0,53.0,2000,6787,127.0782537,37.5344564,54.672852000000006,2550.583333333333,2550.583333333333
0,3,20180904,19,4.0,2.0,0.0,전기적 요인,일반업무,Y,25.1,3.1,290.0,49.0,2000,902,126.9194366,37.4984674,54.672852000000006,6659.916666666667,6659.916666666667
0,3,20180904,21,1.0,1.0,0.0,전기적 요인,일반업무,N,22.9,3.0,290.0,55.0,2000,50,127.020949,37.5635452,54.672852000000006,5033.666666666667,5033.666666666667
0,3,20180904,21,2.0,2.0,0.0,부주의,단독주택,N,22.9,3.0,290.0,55.0,2000,11,126.9307883,37.614518,54.672852000000006,1647.75,1647.75
0,3,20180904,23,3.0,2.0,0.0,부주의,공동주택,N,21.7,0.5,320.0,60.0,2000,22,127.089951,37.5879708,54.672852000000006,6261.0,6261.0
0,3,20180905,6,3.0,2.0,0.0,부주의,공동주택,N,19.8,0.5,270.0,82.0,2000,11,126.8396185,37.4967262,53.79226500000001,3302.333333333333,3302.333333333333
1,3,20180905,10,0.0,0.0,0.0,미상,공동주택,Y,25.4,3.9,270.0,49.0,1996,180,127.0822402,37.5787516,53.79226500000001,268023.5,268023.5
0,3,20180905,11,3.0,1.0,0.0,부주의,단독주택,N,26.4,2.9,290.0,47.0,2000,19,127.0008641,37.5319264,53.79226500000001,3470.6666666666665,3470.6666666666665
0,3,20180905,12,1.0,1.0,0.0,전기적 요인,단독주택,N,27.1,5.0,290.0,44.0,2000,2495,127.091439,37.5525157,53.79226500000001,3338.6666666666665,3338.6666666666665
0,3,20180905,13,7.0,2.0,0.0,전기적 요인,공동주택,Y,27.3,4.8,290.0,46.0,1983,39,126.9700589,37.5223638,53.79226500000001,25942.75,25942.75
0,3,20180905,14,3.0,1.0,0.0,부주의,일상서비스,N,27.9,5.0,250.0,42.0,1914,1937,126.9893717,37.5338426,53.79226500000001,12256.666666666666,12256.666666666666
0,3,20180905,15,5.0,2.0,0.0,전기적 요인,공동주택,N,28.1,5.1,270.0,43.0,1929,1179,126.8344005,37.50616,53.79226500000001,6828.416666666667,6828.416666666667
0,3,20180905,15,3.0,2.0,0.0,부주의,작업장,N,28.1,5.1,270.0,43.0,1929,8,127.0545445,37.5484191,53.79226500000001,3129.4166666666665,3129.4166666666665
0,3,20180905,18,4.0,1.0,0.0,부주의,단독주택,N,27.0,2.4,250.0,45.0,2000,44,127.057141,37.5374644,53.79226500000001,1678.4166666666667,1678.4166666666667
0,3,20180905,19,3.0,2.0,0.0,부주의,단독주택,N,25.4,3.2,290.0,55.0,2000,55,127.0533628,37.6237442,53.79226500000001,9775.75,9775.75
0,3,20180905,22,2.0,1.0,0.0,부주의,음식점,N,23.6,1.8,270.0,82.0,1673,12,126.9894209,37.5767936,53.79226500000001,2069.9166666666665,2069.9166666666665
0,3,20180906,4,2.0,2.0,0.0,전기적 요인,숙박시설,Y,21.6,0.4,0.0,87.0,951,72,126.9285318,37.4985918,56.423847,2531.9166666666665,2531.9166666666665
0,3,20180906,11,3.0,1.0,0.0,부주의,단독주택,N,25.9,2.5,200.0,63.0,1693,24,126.9857468,37.5420656,56.423847,3252.0,3252.0
0,3,20180906,11,5.0,2.0,0.0,부주의,일반업무,Y,25.9,2.5,200.0,63.0,1693,108,127.0204153,37.5149518,56.423847,16598.916666666668,16598.916666666668
0,3,20180906,12,3.0,3.0,0.0,전기적 요인,음식점,Y,26.9,2.3,200.0,60.0,1592,451,127.0286964,37.5830224,56.423847,15004.666666666666,15004.666666666666
0,3,20180906,14,2.0,2.0,0.0,부주의,공동주택,Y,27.9,3.2,230.0,47.0,1869,18,126.8652761,37.4999991,56.423847,35488.333333333336,35488.333333333336
0,3,20180906,15,3.0,1.0,0.0,기계적 요인,공동주택,Y,27.8,3.0,230.0,48.0,1880,359,127.0727309,37.6186647,56.423847,2921.833333333333,2921.833333333333
0,3,20180906,16,1.0,1.0,0.0,전기적 요인,단독주택,N,26.9,3.9,230.0,55.0,1909,19,126.9131875,37.6263482,56.423847,2138.0,2138.0
0,3,20180906,19,2.0,1.0,0.0,부주의,공동주택,N,25.3,3.3,200.0,71.0,2000,11,126.8323479,37.4948469,56.423847,1737.3333333333333,1737.3333333333333
0,3,20180906,21,4.0,1.0,0.0,전기적 요인,판매시설,N,24.6,2.5,200.0,70.0,2000,50,126.9769953,37.5599568,56.423847,3795.0,3795.0
0,3,20180906,21,4.0,1.0,0.0,미상,종교시설,Y,24.6,2.5,200.0,70.0,2000,766,126.9746676,37.555833,56.423847,10992.09090909091,10992.09090909091
0,3,20180906,21,4.0,1.0,0.0,부주의,공동주택,N,24.6,2.5,200.0,70.0,2000,12,126.9658169,37.6038244,56.423847,4724.833333333333,4724.833333333333
0,3,20180906,23,3.0,3.0,0.0,전기적 요인,음식점,Y,23.9,4.7,200.0,71.0,1982,1905,126.9425029,37.5568679,56.423847,72895.08333333333,72895.08333333333
0,3,20180907,1,4.0,3.0,0.0,전기적 요인,음식점,N,21.6,2.6,180.0,77.0,1777,7303,127.0087524,37.4882396,60.624048,7581.25,7581.25
0,3,20180907,2,5.0,2.0,0.0,부주의,기타주택,N,21.3,2.2,230.0,76.0,1559,5856,127.1259843,37.4694055,60.624048,88009.0,88009.0
0,3,20180907,9,3.0,2.0,0.0,부주의,공동주택,N,21.3,2.7,320.0,63.0,1969,11,126.8430412,37.492558,60.624048,4203.333333333333,4203.333333333333
1,3,20180907,9,1.0,1.0,0.0,방화의심,단독주택,N,21.3,2.7,320.0,63.0,1969,3202,126.9266878,37.4975829,60.624048,13348.333333333334,13348.333333333334
0,3,20180907,12,5.0,4.0,0.0,부주의,음식점,Y,24.2,3.8,320.0,50.0,2000,180,126.8876697,37.4683897,60.624048,8659.333333333334,8659.333333333334
0,3,20180907,18,1.0,2.0,0.0,부주의,단독주택,N,24.4,2.4,290.0,34.0,2000,11,127.0359031,37.5570744,60.624048,1571.0833333333333,1571.0833333333333
0,3,20180907,18,3.0,1.0,0.0,부주의,음식점,N,24.4,2.4,290.0,34.0,2000,44,127.1209659,37.4970407,60.624048,5374.916666666667,5374.916666666667
0,3,20180907,21,4.0,1.0,0.0,부주의,공동주택,N,20.6,2.1,340.0,48.0,2000,19,126.906156,37.5779206,60.624048,2122.9166666666665,2122.9166666666665
0,3,20180908,2,5.0,2.0,0.0,부주의,공동주택,N,18.5,2.3,320.0,57.0,2000,40,126.8361514,37.5127493,53.56370400000001,34366.5,34366.5
0,3,20180908,8,1.0,1.0,0.0,부주의,공동주택,N,17.1,1.0,50.0,57.0,1979,1,127.0219952,37.5666912,53.56370400000001,7695.333333333333,7695.333333333333
0,3,20180908,10,4.0,1.0,0.0,전기적 요인,숙박시설,Y,22.2,0.9,290.0,43.0,1891,1857,127.0354993,37.4994186,53.56370400000001,31667.666666666668,31667.666666666668
0,3,20180908,12,3.0,1.0,0.0,부주의,단독주택,N,25.2,2.4,340.0,36.0,1995,16,126.9265688,37.6052542,53.56370400000001,2130.6666666666665,2130.6666666666665
0,3,20180908,14,1.0,1.0,0.0,전기적 요인,판매시설,N,26.8,2.8,340.0,31.0,2000,99,126.989013,37.5695566,53.56370400000001,50176.25,50176.25
0,3,20180908,16,3.0,2.0,0.0,부주의,공동주택,N,27.7,1.4,360.0,32.0,2000,20,126.9267475,37.5641347,53.56370400000001,1822.9166666666667,1822.9166666666667
0,3,20180908,17,1.0,2.0,0.0,부주의,음식점,Y,27.2,1.7,20.0,35.0,2000,291,127.0761934,37.6297646,53.56370400000001,22713.5,22713.5
0,3,20180908,18,4.0,2.0,0.0,전기적 요인,공동주택,Y,25.7,1.5,360.0,38.0,2000,135,127.0161119,37.5834399,53.56370400000001,303893.3333333333,303893.3333333333
0,3,20180908,18,2.0,1.0,0.0,부주의,공동주택,N,25.7,1.5,360.0,38.0,2000,80,127.0090033,37.6034578,53.56370400000001,419472.8333333333,419472.8333333333
0,3,20180908,23,5.0,2.0,0.0,부주의,음식점,Y,20.7,1.4,290.0,52.0,2000,203,127.0264604,37.53211,53.56370400000001,7025.571428571428,7025.571428571428
0,3,20180909,0,2.0,2.0,0.0,부주의,단독주택,N,19.6,1.5,290.0,53.0,2000,33,127.0802539,37.6180119,50.30619000000001,4285.0,4285.0
0,3,20180909,4,3.0,1.0,0.0,전기적 요인,판매시설,N,17.0,0.0,0.0,59.0,2000,11,127.0023623,37.5699062,50.30619000000001,189144.41666666663,189144.41666666663
0,3,20180909,4,3.0,2.0,0.0,부주의,공동주택,N,17.0,0.0,0.0,59.0,2000,5,126.9892858,37.4813712,50.30619000000001,19574.0,19574.0
0,3,20180909,9,5.0,2.0,0.0,전기적 요인,판매시설,Y,20.4,1.8,70.0,51.0,2000,35,126.8466532,37.5324671,50.30619000000001,16137.5,16137.5
0,3,20180909,10,4.0,1.0,0.0,부주의,음식점,N,22.9,1.5,70.0,45.0,2000,30,126.8842279,37.4889617,50.30619000000001,2666.5,2666.5
2,3,20180909,12,2.0,2.0,0.0,방화의심,일반업무,N,25.9,1.2,50.0,39.0,1950,20562,126.9237545,37.5813564,50.30619000000001,3510.833333333333,3510.833333333333
0,3,20180909,15,3.0,2.0,0.0,부주의,기타건축물,N,28.9,1.8,360.0,27.0,2000,53,127.0395961,37.6871978,50.30619000000001,6559.333333333333,6559.333333333333
0,3,20180909,16,3.0,1.0,0.0,부주의,공동주택,Y,27.1,0.9,360.0,35.0,2000,20,126.8369565,37.5491567,50.30619000000001,20863.58333333333,20863.58333333333
0,3,20180909,16,3.0,1.0,0.0,방화의심,단독주택,N,27.1,0.9,360.0,35.0,2000,714,126.9312321,37.4861448,50.30619000000001,4626.166666666667,4626.166666666667
0,3,20180909,17,9.0,2.0,0.0,부주의,단독주택,N,27.7,1.1,90.0,33.0,2000,9687,126.9632271,37.5061953,50.30619000000001,2957.333333333333,2957.333333333333
0,3,20180909,18,4.0,2.0,0.0,부주의,공동주택,Y,26.0,0.3,0.0,35.0,2000,31,127.0735715,37.5902374,50.30619000000001,8632.833333333334,8632.833333333334
